0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
SUB-NE-2019-326050,NOTARIAL EN VENTA EXTRAJUDICIAL,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 18:00:00 CET (ISO: 2019-02-11T18:00:00+01:00),"58.380,80 €",BOE-B-2019-2143,No consta,"110.176,00 €",Sin puja mínima,Sin tramos,"5.508,80 €","CALLE RACO DE ADEMUZ, 12",46520,Sagunto/Sagunt,Valencia,,
SUB-NE-2019-326049,NOTARIAL EN VENTA EXTRAJUDICIAL,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 18:00:00 CET (ISO: 2019-02-11T18:00:00+01:00),"66.318,51 €",BOE-B-2019-2145,No consta,"98.074,00 €","66.318,51 €",Sin tramos,"66.318,51 €","PISO 1º, PUERTA A, C/ ESPINACH, 18, TARRAGONA",43004,Tarragona,Tarragona,,
SUB-NE-2019-326047,NOTARIAL EN VENTA EXTRAJUDICIAL,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 18:00:00 CET (ISO: 2019-02-11T18:00:00+01:00),"133.497,10 €",BOE-B-2019-2144,No consta,"123.628,00 €",Sin puja mínima,Sin tramos,"6.181,40 €","CALLE BARCELONA, 24, BAJO IZQUIERDA - LOS BARREROS",30310,Cartagena,Murcia,,
SUB-JA-2017-77823,JUDICIAL EN VÍA DE APREMIO,0219 0000 05 1217 15,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 18:21:18 CET (ISO: 2019-02-11T18:21:18+01:00),"77.421,75 €",BOE-B-2019-1798,"111.104,00 €","0,00 €",Sin puja mínima,Sin tramos,"5.555,20 €","CALLE CATEDRÁTICO ANGEL CASADO , Nº 11, 4º H DE ALICANTE",03005,ALICANTE,Alicante,"56.000,00 €"
SUB-JA-2019-116281,JUDICIAL EN VÍA DE APREMIO,0059 0000 06 0329 16,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 18:27:17 CET (ISO: 2019-02-11T18:27:17+01:00),"47.529,29 €",BOE-B-2019-1863,"156.916,80 €","0,00 €",Sin puja mínima,"3.138,34 €","7.845,84 €",AVENIDA DE LAS ANCIONES Nº 27,28943,FUENLABRADA,Madrid,"87.873,52 €"
SUB-JV-2019-116921,JUDICIAL VOLUNTARIA,3771 0000 05 0003 17,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 18:32:26 CET (ISO: 2019-02-11T18:32:26+01:00),"0,00 €",BOE-B-2019-2054,"100.000,00 €","100.000,00 €",Sin puja mínima,"2.000,00 €","5.000,00 €",AV REINA VICTORIA 30,28980,PARLA,Madrid,"88.000,00 €"
SUB-JA-2019-116678,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0399 15,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 18:41:10 CET (ISO: 2019-02-11T18:41:10+01:00),"149.980,67 €",BOE-B-2019-1912,"234.400,00 €","0,00 €",Sin puja mínima,"4.688,00 €","11.720,00 €","C/ TORRELAGUNA, 28, 8ºA.",28027,MADRID,Madrid,"121.888,00 €"
SUB-JA-2018-115126,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0037 18,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 19:03:28 CET (ISO: 2019-02-11T19:03:28+01:00),"199.869,83 €",BOE-B-2019-1911,"259.069,56 €","0,00 €",Sin puja mínima,Sin tramos,"12.953,47 €","C/ BLASÓN, Nº 19, 2º DRCHA.",28025,MADRID,Madrid,"129.534,78 €"
SUB-JA-2018-108556,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0328 17,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 19:12:13 CET (ISO: 2019-02-11T19:12:13+01:00),"303.237,22 €",BOE-B-2019-1907,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JA-2018-115195,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0014 15,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 19:31:57 CET (ISO: 2019-02-11T19:31:57+01:00),"142.033,81 €",BOE-B-2019-1903,"260.770,00 €","0,00 €","200,00 €","5.215,40 €","13.038,50 €","APARTAMENTO G, C/ ANTONIO LOPEZ Nº 74, 1ª, CON ANEJO INSEPARABLE TRASTERO 24 EN PLANTA BAJO CUBIERTA,",28019,MADRID,Madrid,"130.585,00 €"
SUB-JA-2018-115855,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0235 17,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 21:52:34 CET (ISO: 2019-02-11T21:52:34+01:00),"96.508,16 €",BOE-B-2019-1906,"251.700,00 €","0,00 €","200,00 €","5.034,00 €","12.585,00 €","C/ JOSE Nº 15-17-19, PORTAL B, 1º C,",28029,MADRID,Madrid,"186.458,00 €"
SUB-JA-2019-116213,JUDICIAL EN VÍA DE APREMIO,2244 0000 05 0157 16,18-01-2019 18:00:00 CET (ISO: 2019-01-18T18:00:00+01:00),07-02-2019 18:00:00 CET (ISO: 2019-02-07T18:00:00+01:00),"31.015,52 €",BOE-B-2019-1384,"42.000,00 €","0,00 €",Sin puja mínima,"840,00 €","2.100,00 €",CALLE LA OBISPA 5,26559,ALDEANUEVA DE EBRO,La Rioja,"29.400,00 €"
SUB-JA-2019-116245,JUDICIAL EN VÍA DE APREMIO,0624 0000 05 0189 13,18-01-2019 18:00:00 CET (ISO: 2019-01-18T18:00:00+01:00),07-02-2019 18:15:53 CET (ISO: 2019-02-07T18:15:53+01:00),"24.464,06 €",BOE-B-2019-1377,"77.350,00 €","0,00 €",Sin puja mínima,"1.547,00 €","3.867,50 €","San Miguel, 87",08320,El Masnou,Barcelona,"57.239,00 €"
SUB-JA-2019-113362,JUDICIAL EN VÍA DE APREMIO,3979 0000 06 0388 11,18-01-2019 18:00:00 CET (ISO: 2019-01-18T18:00:00+01:00),07-02-2019 18:51:42 CET (ISO: 2019-02-07T18:51:42+01:00),"22.656,27 €",BOE-B-2019-1409,"59.833,83 €","0,00 €",Sin puja mínima,"1.196,68 €","2.991,69 €",PROFESORA MAGADALENA SANCHEZ Nº 5,41600,ARAHAL,Sevilla,"41.883,80 €"
